text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
원래 기관 외국인 던질때가 저점인겨,원래 기관 외국인 던질때가 저점인겨,원래 기관 외국인 던질때가 저점인겨,2024-12-19T15:46:00+09:00,0.1755,0.7288,0.0957,1
"얼마나 갈진 모르겠네 88층 벽도 두껍고..
근데 외인들 무지성 풀매수한 거 보면 더 오를 거 같긴한데 고작 이거 먹으려고 계속 사대는 건 아닌 거 같고..",얼마나 갈진 모르겠네 88층 벽도 두껍고 근데 외인들 무지성 풀매수한 거 보면 더 오를 거 같긴한데 고작 이거 먹으려고 계속 사대는 건 아닌 거 같고,얼마나 갈진 모르겠네 88층 벽도 두껍고.. 근데 외인들 무지성 풀매수한 거 보면 더 오를 거 같긴한데 고작 이거 먹으려고 계속 사대는 건 아닌 거 같고..,2024-07-08T11:15:05+09:00,0.3164,0.1913,0.4924,2
꺄악 줍줍이   배당  얼마안남았다,꺄악 줍줍이 배당 얼마안남았다,꺄악 줍줍이 배당 얼마안남았다,2025-01-31T12:31:22+09:00,0.165,0.7213,0.1137,1
"59,000 타고 넘을 때 사도 늦지않음",59000 타고 넘을 때 사도 늦지않음,"59,000 타고 넘을 때 사도 늦지않음",2025-03-17T14:11:12+09:00,0.0447,0.8353,0.1199,1
4일에 오를까요? 제발ㅜㅜ 그만 물리고싶다...,4일에 오를까요 제발 그만 물리고싶다,4일에 오를까요? 제발ㅜㅜ 그만 물리고싶다...,2023-10-02T15:29:24+09:00,0.3414,0.3287,0.3299,0
2000년도부터 20년 넘게 주식했는데 기회 다 놓친 양반이 기회란다 수고,2000년도부터 20년 넘게 주식했는데 기회 다 놓친 양반이 기회란다 수고,2000년도부터 20년 넘게 주식했는데 기회 다 놓친 양반이 기회란다 수고,2024-10-24T17:14:14+09:00,0.2054,0.5771,0.2175,1
와 진짜  내려가는것은  숨쉬지않고 내려가네  내려가는폭이작고 올라가는것  거북이처럼  올라가니 나같은 개미주주들  긴 한숨만  나오지  ㅉㅉ,와 진짜 내려가는것은 숨쉬지않고 내려가네 내려가는폭이작고 올라가는것 거북이처럼 올라가니 나같은 개미주주들 긴 한숨만 나오지,와 진짜 내려가는것은 숨쉬지않고 내려가네 내려가는폭이작고 올라가는것 거북이처럼 올라가니 나같은 개미주주들 긴 한숨만 나오지 ㅉㅉ,2023-08-25T10:17:38+09:00,0.3311,0.2127,0.4562,2
소소하게 사봄 그냥 확떨어져라 평단 확 낮춰버리게,소소하게 사봄 그냥 확떨어져라 평단 확 낮춰버리게,소소하게 사봄 그냥 확떨어져라 평단 확 낮춰버리게,2023-10-16T12:49:24+09:00,0.2963,0.3904,0.3133,1
축하 52주 신저가,축하 52주 신저가,축하 52주 신저가,2024-09-30T15:41:25+09:00,0.0861,0.6862,0.2277,1
내가 왜 임원보다 더 많이 사들고있지,내가 왜 임원보다 더 많이 사들고있지,내가 왜 임원보다 더 많이 사들고있지,2024-09-25T12:49:20+09:00,0.045,0.9156,0.0394,1
튀자 오늘은 못사겠다,튀자 오늘은 못사겠다,튀자 오늘은 못사겠다,2024-12-12T09:52:38+09:00,0.0891,0.7378,0.1732,1
삼성도 오늘 힘내보자 ~홧팅!!,삼성도 오늘 힘내보자 홧팅,삼성도 오늘 힘내보자 홧팅!!,2025-01-06T09:04:37+09:00,0.0425,0.6069,0.3506,1
삼전팔고 더본코리아 환승한다,삼전팔고 더본코리아 환승한다,삼전팔고 더본코리아 환승한다,2024-11-06T16:30:44+09:00,0.1009,0.1663,0.7328,2
떨어져라....빨리,떨어져라빨리,떨어져라....빨리,2024-10-02T11:02:10+09:00,0.1917,0.3771,0.4312,2
매혹하는거보소..,매혹하는거보소,매혹하는거보소..,2024-11-04T09:04:00+09:00,0.1304,0.8201,0.0496,1
30주 구매예정이에요 얼른 내려와 내려와 !!!!,30주 구매예정이에요 얼른 내려와 내려와,30주 구매예정이에요 얼른 내려와 내려와 !!!!,2024-04-05T10:15:54+09:00,0.159,0.5762,0.2648,1
"SOXL 반도체 ETF 랑 비슷한 차트로 보이네요
발 한번 담가봅니다!",SOXL 반도체 ETF 랑 비슷한 차트로 보이네요 발 한번 담가봅니다,SOXL 반도체 ETF 랑 비슷한 차트로 보이네요 발 한번 담가봅니다!,2025-01-20T11:40:47+09:00,0.0534,0.8619,0.0848,1
더가자,더가자,더가자,2024-07-04T12:57:55+09:00,0.0215,0.0783,0.9002,2
와 인범뷰보고 진입했다. (이틀만에)  오늘 시간외 매도 때렸는데 느낌 살아있눼~~,와 인범뷰보고 진입했다 이틀만에 오늘 시간외 매도 때렸는데 느낌 살아있눼,와 인범뷰보고 진입했다. 이틀만에 오늘 시간외 매도 때렸는데 느낌 살아있눼,2024-12-04T00:08:38+09:00,0.3664,0.1147,0.5189,2
"1.  국장을 하지마라
2. 1번 원칙을 지켜라",1 국장을 하지마라 2 1번 원칙을 지켜라,1. 국장을 하지마라 2. 1번 원칙을 지켜라,2025-02-07T12:58:52+09:00,0.0662,0.8784,0.0554,1
왜 안사졌냐;;,왜 안사졌냐,왜 안사졌냐,2024-12-03T09:27:26+09:00,0.065,0.9138,0.0212,1
주주들을 지치게 하는 같은패턴. 희망고문. 기대감 미충족. 급하락도 없고 급상승도 없고. 딱 삼전같다,주주들을 지치게 하는 같은패턴 희망고문 기대감 미충족 급하락도 없고 급상승도 없고 딱 삼전같다,주주들을 지치게 하는 같은패턴. 희망고문. 기대감 미충족. 급하락도 없고 급상승도 없고. 딱 삼전같다,2024-08-20T09:43:48+09:00,0.3747,0.2042,0.4212,2
삼전에 보유현금 전부  몰빵 하려니 쫄리네ㅡㅡa,삼전에 보유현금 전부 몰빵 하려니 쫄리네a,삼전에 보유현금 전부 몰빵 하려니 쫄리네ㅡㅡa,2025-03-02T18:41:41+09:00,0.2206,0.6615,0.1179,1
삼전  어디까지 추락하나 미치겠네,삼전 어디까지 추락하나 미치겠네,삼전 어디까지 추락하나 미치겠네,2024-10-25T07:23:04+09:00,0.4801,0.3319,0.188,0
뭐노 반도체 버블이라매... 아직 덜 삿는데 ㅠ,뭐노 반도체 버블이라매 아직 덜 삿는데,뭐노 반도체 버블이라매... 아직 덜 삿는데 ㅠ,2024-08-09T10:12:04+09:00,0.1242,0.7835,0.0923,1
동네북 주식 갈려나?,동네북 주식 갈려나,동네북 주식 갈려나?,2024-02-22T13:14:43+09:00,0.0715,0.8735,0.055,1
"내일 익절하고 싶다..
우리 와이프 페리카나에서 양념통닭 사줘야지..",내일 익절하고 싶다 우리 와이프 페리카나에서 양념통닭 사줘야지,내일 익절하고 싶다.. 우리 와이프 페리카나에서 양념통닭 사줘야지..,2025-03-20T00:56:12+09:00,0.1184,0.3241,0.5575,2
85에 물린 사람들이 많은가봅니다,85에 물린 사람들이 많은가봅니다,85에 물린 사람들이 많은가봅니다,2024-04-05T14:44:04+09:00,0.1033,0.8562,0.0405,1
아몰랑 평단 7.1이라 5주만 사도 6.8로 내려가네..,아몰랑 평단 71이라 5주만 사도 68로 내려가네,아몰랑 평단 7.1이라 5주만 사도 6.8로 내려가네..,2024-11-11T11:00:01+09:00,0.16,0.3113,0.5287,2
삼성은 국민이고 쉬운 기업이 아닙니다,삼성은 국민이고 쉬운 기업이 아닙니다,삼성은 국민이고 쉬운 기업이 아닙니다,2024-10-31T15:50:46+09:00,0.0372,0.9392,0.0236,1
오늘 3% 오를것같다! ㅎㅎ,오늘 3 오를것같다,오늘 3 오를것같다! ㅎㅎ,2024-05-27T01:07:22+09:00,0.1587,0.2607,0.5806,2
안락사 시작,안락사 시작,안락사 시작,2025-01-02T10:04:07+09:00,0.1712,0.7661,0.0627,1
실적 좋아. 엔비디아 납품 가능기회 있어.. 나라면 그냥 쥐고 안판다;;,실적 좋아 엔비디아 납품 가능기회 있어 나라면 그냥 쥐고 안판다,실적 좋아. 엔비디아 납품 가능기회 있어.. 나라면 그냥 쥐고 안판다,2024-07-05T10:34:36+09:00,0.0635,0.8434,0.0931,1
차트 튼튼한거보소 그냥 국밥이 따로없네,차트 튼튼한거보소 그냥 국밥이 따로없네,차트 튼튼한거보소 그냥 국밥이 따로없네,2024-07-31T13:21:04+09:00,0.0537,0.9068,0.0394,1
주주분들,주주분들,주주분들,2024-10-15T14:39:40+09:00,0.0486,0.9292,0.0222,1
"사람들이 희망을 갖기 시작했다.
""역시 한국의 자존심이지! 삼성 간다!""

그리고 하락하면
""줄 때 먹을걸...""

무한반복",사람들이 희망을 갖기 시작했다 역시 한국의 자존심이지 삼성 간다 그리고 하락하면 줄 때 먹을걸 무한반복,사람들이 희망을 갖기 시작했다. 역시 한국의 자존심이지! 삼성 간다! 그리고 하락하면 줄 때 먹을걸... 무한반복,2025-02-21T12:23:20+09:00,0.2214,0.1954,0.5831,2
저 폴드 신제품 쓰는데 이제 as어디서 받나요,저 폴드 신제품 쓰는데 이제 as어디서 받나요,저 폴드 신제품 쓰는데 이제 as어디서 받나요,2024-11-12T09:51:20+09:00,0.0538,0.8853,0.0608,1
돔황쳐!,돔황쳐,돔황쳐!,2024-11-08T11:56:03+09:00,0.0627,0.8911,0.0462,1
가보자가보자가보자가보자가보자,가보자가보자가보자가보자가보자,가보자가보자가보자가보자가보자,2025-01-21T09:57:25+09:00,0.029,0.1774,0.7936,2
역시 삼성은  오래가지고 있으면 손해보내요,역시 삼성은 오래가지고 있으면 손해보내요,역시 삼성은 오래가지고 있으면 손해보내요,2024-04-17T10:37:08+09:00,0.0369,0.9361,0.0271,1
이런일도 ~~,이런일도,이런일도,2024-03-20T11:09:16+09:00,0.0482,0.9321,0.0197,1
79500원에 몇개 사볼라고 대기해요.,79500원에 몇개 사볼라고 대기해요,79500원에 몇개 사볼라고 대기해요.,2024-05-10T09:55:16+09:00,0.0453,0.9082,0.0466,1
8만 전자 축하,8만 전자 축하,8만 전자 축하,2024-06-18T11:17:01+09:00,0.0268,0.8823,0.0909,1
"이제 자려는데 자는사이 7만전자 찍고 43000가있으면 어떡해?

🤭으면 그만이야~",이제 자려는데 자는사이 7만전자 찍고 43000가있으면 어떡해 으면 그만이야,이제 자려는데 자는사이 7만전자 찍고 43000가있으면 어떡해? 으면 그만이야,2024-11-18T08:41:05+09:00,0.1024,0.8301,0.0675,1
냠냠,냠냠,냠냠,2025-01-09T09:29:31+09:00,0.0334,0.9521,0.0145,1
뚜어라  ~ 뚜러 ~ 쭉쭉,뚜어라 뚜러 쭉쭉,뚜어라 뚜러 쭉쭉,2024-11-18T09:59:15+09:00,0.0408,0.7356,0.2236,1
ㅋㅋ 어제 장마감에 개미 털고 오전에도 털고 올리네,어제 장마감에 개미 털고 오전에도 털고 올리네,ㅋㅋ 어제 장마감에 개미 털고 오전에도 털고 올리네,2024-03-28T13:04:56+09:00,0.2881,0.4943,0.2175,1
진짜 탈출할 마지막 기회인것같은데,진짜 탈출할 마지막 기회인것같은데,진짜 탈출할 마지막 기회인것같은데,2024-11-15T11:02:58+09:00,0.5982,0.2586,0.1433,0
이러니 국장 대기업 장투가 더럽게 힘든거지. 미국 대기업도 하루에 28퍼 왔다갔다하는데 이건 뭐 맨날 1퍼 왔다갔다ㅡㅡ,이러니 국장 대기업 장투가 더럽게 힘든거지 미국 대기업도 하루에 28퍼 왔다갔다하는데 이건 뭐 맨날 1퍼 왔다갔다,이러니 국장 대기업 장투가 더럽게 힘든거지. 미국 대기업도 하루에 28퍼 왔다갔다하는데 이건 뭐 맨날 1퍼 왔다갔다ㅡㅡ,2023-05-26T09:21:47+09:00,0.092,0.8273,0.0807,1
항상우리가족치킨먹을수있게해줘서고마워,항상우리가족치킨먹을수있게해줘서고마워,항상우리가족치킨먹을수있게해줘서고마워,2025-02-18T10:00:41+09:00,0.0497,0.8809,0.0694,1
삼전은 한주도 없지만 오르면 왠지 그냥 기분이 좋음ㅋㅋ,삼전은 한주도 없지만 오르면 왠지 그냥 기분이 좋음,삼전은 한주도 없지만 오르면 왠지 그냥 기분이 좋음ㅋㅋ,2023-09-01T14:00:04+09:00,0.1446,0.3872,0.4682,2
매수중,매수중,매수중,2024-09-10T09:15:28+09:00,0.2838,0.1643,0.5519,2
"이런호재인데도 ㆍ
주가가 ㆍ참 내
국내주식 이러니 (미장였음   몇일간 상쳤다)",이런호재인데도 주가가 참 내 국내주식 이러니 미장였음 몇일간 상쳤다,이런호재인데도 ㆍ 주가가 ㆍ참 내 국내주식 이러니 미장였음 몇일간 상쳤다,2024-07-05T10:33:33+09:00,0.3842,0.314,0.3017,0
"삼전은 반도체 상승장엔 반도체회사가 아니라 종합전자회사라고 하면서 안 오르고, 떨어질때는 반도체 빠지면 그냥 빠지네",삼전은 반도체 상승장엔 반도체회사가 아니라 종합전자회사라고 하면서 안 오르고 떨어질때는 반도체 빠지면 그냥 빠지네,"삼전은 반도체 상승장엔 반도체회사가 아니라 종합전자회사라고 하면서 안 오르고, 떨어질때는 반도체 빠지면 그냥 빠지네",2024-10-23T09:27:24+09:00,0.4336,0.2556,0.3109,0
"잘못하면 54000원에 터치후 24000원까지도 열려 있내
기술적 분석으로 봤을때",잘못하면 54000원에 터치후 24000원까지도 열려 있내 기술적 분석으로 봤을때,잘못하면 54000원에 터치후 24000원까지도 열려 있내 기술적 분석으로 봤을때,2024-10-25T08:47:30+09:00,0.0577,0.8117,0.1306,1
79 일때 지켜 보고있고 안팔았는데  하 .........이게 말이됨?,79 일때 지켜 보고있고 안팔았는데 하 이게 말이됨,79 일때 지켜 보고있고 안팔았는데 하 .........이게 말이됨?,2024-01-17T13:43:01+09:00,0.0874,0.8717,0.0409,1
제가 볼때는 더 떨어진다 라고 생각합니다,제가 볼때는 더 떨어진다 라고 생각합니다,제가 볼때는 더 떨어진다 라고 생각합니다,2024-11-05T09:32:37+09:00,0.2337,0.4646,0.3017,1
이대로 8만전자 가면 미련 없이 팔 수 있겠는데 말이죠,이대로 8만전자 가면 미련 없이 팔 수 있겠는데 말이죠,이대로 8만전자 가면 미련 없이 팔 수 있겠는데 말이죠,2023-05-26T10:06:27+09:00,0.0931,0.7981,0.1087,1
재용이형 형도 할수있어!,재용이형 형도 할수있어,재용이형 형도 할수있어!,2025-02-10T14:28:30+09:00,0.0351,0.8931,0.0718,1
"지금 상황에서 당연히 더 떨어지지 오를꺼라고 생각하는게 이상한거아님?
지금 해외에서 다 던지는 이유가 뭔데ㅋㅋㅋㅋㅋ",지금 상황에서 당연히 더 떨어지지 오를꺼라고 생각하는게 이상한거아님 지금 해외에서 다 던지는 이유가 뭔데,지금 상황에서 당연히 더 떨어지지 오를꺼라고 생각하는게 이상한거아님? 지금 해외에서 다 던지는 이유가 뭔데ㅋㅋㅋㅋㅋ,2024-10-10T09:29:18+09:00,0.3864,0.2812,0.3323,0
마지막 발악,마지막 발악,마지막 발악,2025-03-17T10:38:40+09:00,0.1098,0.8444,0.0458,1
"자사주매입 ㅋㅋ 결국엔 지들 대출받은거 때문에 햇다는거네??ㅋㅋ 주주들 생각해서 한게아니라..
김치장 답다..",자사주매입 결국엔 지들 대출받은거 때문에 햇다는거네 주주들 생각해서 한게아니라 김치장 답다,자사주매입 ㅋㅋ 결국엔 지들 대출받은거 때문에 햇다는거네??ㅋㅋ 주주들 생각해서 한게아니라.. 김치장 답다..,2024-11-20T12:51:30+09:00,0.3281,0.5427,0.1292,1
하루에 1주씩 물타기,하루에 1주씩 물타기,하루에 1주씩 물타기,2025-03-19T10:27:07+09:00,0.0299,0.9411,0.029,1
달긴하네,달긴하네,달긴하네,2024-10-29T13:09:29+09:00,0.0305,0.9431,0.0264,1
비가 주룩주룩 주식도 주룩주룩,비가 주룩주룩 주식도 주룩주룩,비가 주룩주룩 주식도 주룩주룩,2024-09-20T12:19:41+09:00,0.1161,0.71,0.1738,1
망했다,망했다,망했다,2024-05-30T13:23:08+09:00,0.1474,0.8233,0.0293,1
"연기금  것들도 뜬금 더본코리아를 고점에 물리고..
삼전 같은 회사는 망하게 생겼으니.. 
나라 꼴 참 잘 돌아간다",연기금 것들도 뜬금 더본코리아를 고점에 물리고 삼전 같은 회사는 망하게 생겼으니 나라 꼴 참 잘 돌아간다,연기금 것들도 뜬금 더본코리아를 고점에 물리고.. 삼전 같은 회사는 망하게 생겼으니.. 나라 꼴 참 잘 돌아간다,2024-11-12T09:32:35+09:00,0.2882,0.5729,0.1389,1
와 결국 진짜로 떨어지네 답도 없다,와 결국 진짜로 떨어지네 답도 없다,와 결국 진짜로 떨어지네 답도 없다,2024-11-14T16:31:16+09:00,0.4454,0.2833,0.2713,0
"재용형님한테 500원줄까나
에라이~~~~^^",재용형님한테 500원줄까나 에라이,재용형님한테 500원줄까나 에라이,2024-02-23T12:44:12+09:00,0.0221,0.9541,0.0237,1
다털고 저점 다시 갈게요,다털고 저점 다시 갈게요,다털고 저점 다시 갈게요,2024-10-23T17:09:51+09:00,0.1119,0.4135,0.4746,2
외인들 매수 시작됬다 가즈아,외인들 매수 시작됬다 가즈아,외인들 매수 시작됬다 가즈아,2024-10-02T10:46:41+09:00,0.0862,0.0433,0.8704,2
가자 가자,가자 가자,가자 가자,2024-09-02T14:00:20+09:00,0.0271,0.0411,0.9318,2
아싸 4만전자 가즈아 다 죽자,아싸 4만전자 가즈아 다 죽자,아싸 4만전자 가즈아 다 죽자,2024-11-13T18:04:57+09:00,0.0281,0.0733,0.8986,2
80층 사람있습니까?,80층 사람있습니까,80층 사람있습니까?,2024-03-22T11:20:46+09:00,0.0462,0.9368,0.017,1
부분매도 걸어놨는데 겁나 안팔리네,부분매도 걸어놨는데 겁나 안팔리네,부분매도 걸어놨는데 겁나 안팔리네,2024-11-01T10:02:12+09:00,0.3618,0.3352,0.303,0
실적발표는 언제쯤나오나용? ㅎㅎ,실적발표는 언제쯤나오나용,실적발표는 언제쯤나오나용? ㅎㅎ,2024-12-26T10:45:31+09:00,0.0584,0.8663,0.0754,1
기분이 좋다 딱 좋다 딱 좋다 딱 좋다 야~ 기분 좋다,기분이 좋다 딱 좋다 딱 좋다 딱 좋다 야 기분 좋다,기분이 좋다 딱 좋다 딱 좋다 딱 좋다 야 기분 좋다,2024-12-17T10:42:31+09:00,0.0363,0.528,0.4356,1
떨어질땐 하이닉스랑 동급 오를땐 하이닉스 반에반도 못오르는 잡주,떨어질땐 하이닉스랑 동급 오를땐 하이닉스 반에반도 못오르는 잡주,떨어질땐 하이닉스랑 동급 오를땐 하이닉스 반에반도 못오르는 잡주,2024-09-30T10:15:31+09:00,0.5936,0.1884,0.2181,0
